iteration,normalized_residual,solution_change,Cd,Cl
1550,0.195024860508,0.00601193172428,0.0316064985151,0.156768055847
1600,0.193611107787,0.00597568167926,0.0316064348985,0.156773071525
1650,0.177143222635,0.00537852969958,0.0316064039941,0.156775506143
1700,0.18420142934,0.00544006140168,0.0316063882886,0.156776743807
1750,0.184929897714,0.00556570427701,0.0316063800936,0.156777390249
1800,0.172493694485,0.00510969165312,0.0316063757694,0.156777731777
1850,0.169208248036,0.00507472919425,0.0316063734801,0.156777912818
1900,0.168887750304,0.00504264437275,0.0316063722703,0.156778008618
1950,0.177322501824,0.00541050411144,0.0316063716327,0.156778059155
2000,0.1753987547,0.0054276287943,0.0316063712977,0.156778085745
2050,0.161578172003,0.00505753675655,0.0316063711221,0.156778099697
2100,0.149165136853,0.00485266408668,0.0316063710302,0.156778107
2150,0.15157091769,0.00479553784176,0.0316063709823,0.156778110813
2200,0.162502160553,0.00495634664661,0.0316063709574,0.156778112799
2250,0.150801275378,0.00482671519359,0.0316063709444,0.156778113832
2300,0.14006186376,0.00473054471137,0.0316063709377,0.156778114368
2350,0.150587436396,0.00478454462432,0.0316063709342,0.156778114645
2400,0.162034323923,0.00506952466607,0.0316063709324,0.156778114789
2450,0.138702717851,0.00442429618406,0.0316063709315,0.156778114863
2500,0.120630551882,0.00437579342275,0.031606370931,0.156778114901
2550,0.127902816109,0.0042993519037,0.0316063709308,0.15677811492
2600,0.112938343802,0.00427683917286,0.0316063709306,0.15677811493
2650,0.101241754634,0.00417419113087,0.0316063709306,0.156778114936
2700,0.10897781723,0.00405215387714,0.0316063709305,0.156778114938
2750,0.10775292457,0.00394777632643,0.0316063709305,0.15677811494
2800,0.0934794093745,0.00368234683416,0.0316063709305,0.15677811494
2850,0.0989603082927,0.00340858122713,0.0316063709305,0.156778114941
2900,0.0817557064815,0.00298905655843,0.0316063709305,0.156778114941
2950,0.0875640891948,0.00311515436111,0.0316063709305,0.156778114941
3000,0.0785733449874,0.0026073278263,0.0316063709305,0.156778114941
3050,0.0701567574444,0.00248123727809,0.0316063709305,0.156778114941
3100,0.0709704383421,0.00250527146077,0.0316063709305,0.156778114941
3150,0.0645001713043,0.00230164386675,0.0316063709305,0.156778114941
3200,0.0653698055862,0.00227818794585,0.0316063709305,0.156778114941
3250,0.0547025569613,0.00204892409823,0.0316063709305,0.156778114941
3300,0.0618783066455,0.00227824294278,0.0316063709305,0.156778114941
3350,0.0425406302797,0.00157780769566,0.0316063709305,0.156778114941
3400,0.0426848112149,0.00152351356786,0.0316063709305,0.156778114941
3450,0.0363361211942,0.00128778906557,0.0316063709305,0.156778114941
3500,0.0357206425079,0.00128962943238,0.0316063709305,0.156778114941
3550,0.0401130052494,0.00114020886706,0.0316063709305,0.156778114941
3600,0.0297216467279,0.000870234372608,0.0316063709305,0.156778114941
3650,0.0361497911896,0.000812023455103,0.0316063709305,0.156778114941
3700,0.0484536264895,0.000915342066352,0.0316063709305,0.156778114941
3750,0.0334430868311,0.000647276668691,0.0316063709305,0.156778114941
3800,0.0419057991806,0.00138009340615,0.0316063709305,0.156778114941
3850,0.0224399124226,0.000638606077177,0.0316063709305,0.156778114941
3900,0.0462688844105,0.000954995939405,0.0316063709305,0.156778114941
3950,0.025817264663,0.000606749494494,0.0316063709305,0.156778114941
4000,0.0352053812249,0.000789577011943,0.0316063709305,0.156778114941
4050,0.0563267535302,0.00132095349428,0.0316063709305,0.156778114941
4100,0.0328829864824,0.000728570506789,0.0316063709305,0.156778114941
4150,0.0838404624257,0.00252403439427,0.0316063709305,0.156778114941
4200,0.0331706645958,0.00109771102447,0.0316063709305,0.156778114941
4250,0.039908699295,0.000740633021575,0.0316063709305,0.156778114941
4300,0.0246444461742,0.000524663293106,0.0316063709305,0.156778114941
4350,0.0335734287716,0.000781609406668,0.0316063709305,0.156778114941
4400,0.0584827237643,0.00176348449228,0.0316063709305,0.156778114941
4450,0.0306818544085,0.000931609474823,0.0316063709305,0.156778114941
4500,0.0892377855214,0.0027057053014,0.0316063709305,0.156778114941
4550,0.0364469389615,0.00120802553077,0.0316063709305,0.156778114941
4600,0.0329841817602,0.000710550564391,0.0316063709305,0.156778114941
4650,0.0235352935335,0.00051481722142,0.0316063709305,0.156778114941
4700,0.0311628861631,0.000703540089194,0.0316063709305,0.156778114941
4750,0.0548415659258,0.00177665875208,0.0316063709305,0.156778114941
4800,0.0353767307214,0.000859453421345,0.0316063709305,0.156778114941
4850,0.0893482665121,0.00270977866585,0.0316063709305,0.156778114941
4900,0.0365578551863,0.00121169449117,0.0316063709305,0.156778114941
4950,0.0496051658916,0.000710439592355,0.0316063709305,0.156778114941
5000,0.0271799742212,0.000777691962197,0.0316063709305,0.156778114941
5050,0.0292954339574,0.000662395107689,0.0316063709305,0.156778114941
5100,0.0549816040431,0.00178002829235,0.0316063709305,0.156778114941
5150,0.0396318399861,0.000931801753917,0.0316063709305,0.156778114941
5200,0.0893549621542,0.0027092430147,0.0316063709305,0.156778114941
5250,0.0366204947245,0.00121360157616,0.0316063709305,0.156778114941
5300,0.0391358919423,0.000747435413296,0.0316063709305,0.156778114941
5350,0.0339440277607,0.00051414017742,0.0316063709305,0.156778114941
5400,0.0244501022981,0.000592318461343,0.0316063709305,0.156778114941
5450,0.0548328938297,0.00177693927056,0.0316063709305,0.156778114941
5500,0.0400867569749,0.00096844899477,0.0316063709305,0.156778114941
5550,0.0892834033249,0.00270690159885,0.0316063709305,0.156778114941
5600,0.0366114694591,0.00121345966202,0.0316063709305,0.156778114941
5650,0.0484501936008,0.000915153638484,0.0316063709305,0.156778114941
5700,0.0334464158563,0.000637126677725,0.0316063709305,0.156778114941
5750,0.0216446374628,0.000420646685524,0.0316063709305,0.156778114941
5800,0.0548811224147,0.00177807667988,0.0316063709305,0.156778114941
5850,0.0462732399651,0.000954734726793,0.0316063709305,0.156778114941
5900,0.0893155483187,0.00270820843671,0.0316063709305,0.156778114941
5950,0.0366594665796,0.0012152399036,0.0316063709305,0.156778114941
6000,0.0563284482127,0.00102895574344,0.0316063709305,0.156778114941
6050,0.032851828294,0.000767962629034,0.0316063709305,0.156778114941
6100,0.0224934265379,0.000469700463002,0.0316063709305,0.156778114941
6150,0.0549064847088,0.00177870320498,0.0316063709305,0.156778114941
6200,0.0399056397572,0.000740386232318,0.0316063709305,0.156778114941
6250,0.0893370470362,0.00270892851056,0.0316063709305,0.156778114941
6300,0.0366880120458,0.00121544892465,0.0316063709305,0.156778114941
6350,0.0584845586528,0.0010924162625,0.0316063709305,0.156778114941
6400,0.0306908319466,0.000790232129692,0.0316063709305,0.156778114941
6450,0.0251888792801,0.00053164201911,0.0316063709305,0.156778114941
6500,0.0548313384934,0.00177691313126,0.0316063709305,0.156778114941
6550,0.0329900773272,0.00064681521462,0.0316063709305,0.156778114941
6600,0.0893501079704,0.00270951530862,0.0316063709305,0.156778114941
6650,0.0364546959252,0.0012083763271,0.0316063709305,0.156778114941
6700,0.0544754439037,0.00105913662528,0.0316063709305,0.156778114941
6750,0.0353507940374,0.00085834323262,0.0316063709305,0.156778114941
6800,0.0248051876628,0.000549558882009,0.0316063709305,0.156778114941
6850,0.0549671449816,0.00178107327064,0.0316063709305,0.156778114941
6900,0.0495973654488,0.000648289214036,0.0316063709305,0.156778114941
6950,0.0893032124139,0.00270751617154,0.0316063709305,0.156778114941
7000,0.0365229179046,0.00121034764565,0.0316063709305,0.156778114941
7050,0.0484907809651,0.000961106729084,0.0316063709305,0.156778114941
7100,0.0396622441167,0.000933150095703,0.0316063709305,0.156778114941
7150,0.0231878174141,0.000506109087335,0.0316063709305,0.156778114941
7200,0.0549698027693,0.00178062802854,0.0316063709305,0.156778114941
7250,0.0391440053156,0.000747605516094,0.0316063709305,0.156778114941
7300,0.0893406022844,0.00270930947133,0.0316063709305,0.156778114941
7350,0.0365719542946,0.00121189753879,0.0316063709305,0.156778114941
7400,0.0309903490955,0.000710865390431,0.0316063709305,0.156778114941
7450,0.0400778657976,0.000967779250006,0.0316063709305,0.156778114941
7500,0.0297034825302,0.000591073890382,0.0316063709305,0.156778114941
7550,0.0548222008095,0.00177660522294,0.0316063709305,0.156778114941
7600,0.0484466965757,0.000914941270726,0.0316063709305,0.156778114941
7650,0.0893400577164,0.00270906719581,0.0316063709305,0.156778114941
7700,0.0364757614284,0.00120866181758,0.0316063709305,0.156778114941
7750,0.0310321128837,0.00071210243689,0.0316063709305,0.156778114941
7800,0.0462784835686,0.000954025092739,0.0316063709305,0.156778114941
7850,0.0258684802705,0.00055080615359,0.0316063709305,0.156778114941
7900,0.0549617342559,0.00178085335411,0.0316063709305,0.156778114941
7950,0.0563287584273,0.00102904072671,0.0316063709305,0.156778114941
8000,0.0892989290252,0.00270746502901,0.0316063709305,0.156778114941
8050,0.0365497410361,0.00121133029621,0.0316063709305,0.156778114941
8100,0.0310330997419,0.000711713915224,0.0316063709305,0.156778114941
8150,0.0399030883634,0.000740155507579,0.0316063709305,0.156778114941
8200,0.0251578722886,0.000503677536908,0.0316063709305,0.156778114941
8250,0.0548423028348,0.00177684620343,0.0316063709305,0.156778114941
8300,0.0584893153943,0.00109258820317,0.0316063709305,0.156778114941
8350,0.0893494537874,0.00270976823717,0.0316063709305,0.156778114941
8400,0.0366090369171,0.00121343498938,0.0316063709305,0.156778114941
8450,0.0309141947433,0.000708791156748,0.0316063709305,0.156778114941
8500,0.0329953848107,0.000579070601212,0.0316063709305,0.156778114941
8550,0.0235260683524,0.000593519680144,0.0316063709305,0.156778114941
8600,0.0548323154442,0.00177592839012,0.0316063709305,0.156778114941
8650,0.0544678711333,0.00105875242554,0.0316063709305,0.156778114941
8700,0.0893074032999,0.0027078733419,0.0316063709305,0.156778114941
8750,0.036596322256,0.00121299764787,0.0316063709305,0.156778114941
8800,0.0321289907592,0.000712299131516,0.0316063709305,0.156778114941
8850,0.0495900520634,0.000647906650032,0.0316063709305,0.156778114941
8900,0.027179793843,0.000544198790236,0.0316063709305,0.156778114941
8950,0.0548871838166,0.00177880050139,0.0316063709305,0.156778114941
9000,0.0484987587979,0.000961523520351,0.0316063709305,0.156778114941
9050,0.0893327684875,0.00270901707255,0.0316063709305,0.156778114941
9100,0.0365429595307,0.00121129649906,0.0316063709305,0.156778114941
9150,0.0358317523474,0.000787989426883,0.0316063709305,0.156778114941
9200,0.0391489504278,0.000747816609416,0.0316063709305,0.156778114941
9250,0.0261441835636,0.000693899231767,0.0316063709305,0.156778114941
9300,0.0549319259541,0.00177934208809,0.0316063709305,0.156778114941
9350,0.0247002142567,0.000642966515123,0.0316063709305,0.156778114941
9400,0.0893121698137,0.00270829218543,0.0316063709305,0.156778114941
9450,0.0367059042133,0.00121647290463,0.0316063709305,0.156778114941
9500,0.0361632577272,0.000812628044263,0.0316063709305,0.156778114941
9550,0.0484450063167,0.000914779646196,0.0316063709305,0.156778114941
9600,0.0334755273053,0.000971383329347,0.0316063709305,0.156778114941
9650,0.054821966046,0.00177560826115,0.0316063709305,0.156778114941
9700,0.0338919102772,0.000644065637716,0.0316063709305,0.156778114941
9750,0.0893403414379,0.00270941372408,0.0316063709305,0.156778114941
9800,0.0364595929801,0.00120836143031,0.0316063709305,0.156778114941
9850,0.035191877765,0.000905415640923,0.0316063709305,0.156778114941
9900,0.0563284310034,0.00102905820111,0.0316063709305,0.156778114941
9950,0.0327699705203,0.0010522557707,0.0316063709305,0.156778114941
10000,0.0549379619644,0.00178001173268,0.0316063709305,0.156778114941
10050,0.0248071718136,0.0006456304015,0.0316063709305,0.156778114941
10100,0.089304949383,0.00270745293189,0.0316063709305,0.156778114941
10150,0.0365624533556,0.00121150890842,0.0316063709305,0.156778114941
10200,0.0335829965545,0.000753842941149,0.0316063709305,0.156778114941
10250,0.0584946220562,0.00109283496752,0.0316063709305,0.156778114941
10300,0.0307253324572,0.000791698709874,0.0316063709305,0.156778114941
10350,0.0549929739621,0.00178153874972,0.0316063709305,0.156778114941
10400,0.0301855369197,0.000641072326821,0.0316063709305,0.156778114941
10450,0.089294431561,0.00270737693703,0.0316063709305,0.156778114941
10500,0.0365287540623,0.00121107709972,0.0316063709305,0.156778114941
10550,0.0311631118963,0.000710417807624,0.0316063709305,0.156778114941
10600,0.0544593216229,0.00105831405124,0.0316063709305,0.156778114941
10650,0.0352936278945,0.000855848617283,0.0316063709305,0.156778114941
10700,0.0548616294861,0.00177685739498,0.0316063709305,0.156778114941
10750,0.032138008811,0.000663979998625,0.0316063709305,0.156778114941
10800,0.089297301802,0.00270725842257,0.0316063709305,0.156778114941
10850,0.0365465251845,0.00121117857788,0.0316063709305,0.156778114941
10900,0.0308961839765,0.000708457201225,0.0316063709305,0.156778114941
10950,0.0485042395332,0.000961859287419,0.0316063709305,0.156778114941
11000,0.0397076922374,0.000935402084737,0.0316063709305,0.156778114941
11050,0.054863897481,0.00177734049293,0.0316063709305,0.156778114941
11100,0.0358271049926,0.000787821913708,0.0316063709305,0.156778114941
11150,0.0892613991553,0.00270566829029,0.0316063709305,0.156778114941
11200,0.0365522374961,0.00121143986187,0.0316063709305,0.156778114941
11250,0.0310021878898,0.000711341162047,0.0316063709305,0.156778114941
11300,0.0181540573546,0.000564069708893,0.0316063709305,0.156778114941
11350,0.0400940133571,0.000968002060014,0.0316063709305,0.156778114941
11400,0.0548832162616,0.00177855304553,0.0316063709305,0.156778114941
11450,0.0361676850452,0.000812882499113,0.0316063709305,0.156778114941
11500,0.0893206613986,0.00270857132295,0.0316063709305,0.156778114941
11550,0.036585775083,0.00121273450852,0.0316063709305,0.156778114941
11600,0.0309506403532,0.00070960897541,0.0316063709305,0.156778114941
11650,0.0185915725621,0.000738726239534,0.0316063709305,0.156778114941
11700,0.0462876983651,0.000951138274904,0.0316063709305,0.156778114941
11750,0.0549010991095,0.00177815671268,0.0316063709305,0.156778114941
11800,0.0351889230299,0.000788643454814,0.0316063709305,0.156778114941
11850,0.0893354767561,0.00270913190066,0.0316063709305,0.156778114941
11900,0.0365995353291,0.00121292098195,0.0316063709305,0.156778114941
11950,0.0309582564786,0.000710393735591,0.0316063709305,0.156778114941
12000,0.0248078028511,0.000671376387175,0.0316063709305,0.156778114941
12050,0.0398985053077,0.000739827936613,0.0316063709305,0.156778114941
12100,0.0548960815586,0.00177825776131,0.0316063709305,0.156778114941
12150,0.0335835036511,0.00075390164076,0.0316063709305,0.156778114941
12200,0.0892984436582,0.00270699850159,0.0316063709305,0.156778114941
12250,0.0365657309106,0.00121200032399,0.0316063709305,0.156778114941
12300,0.0310004483137,0.000829248325171,0.0316063709305,0.156778114941
12350,0.0301801985242,0.000525743222521,0.0316063709305,0.156778114941
12400,0.0330075768154,0.000578995001171,0.0316063709305,0.156778114941
12450,0.0549464635817,0.0017802785969,0.0316063709305,0.156778114941
12500,0.0311660458887,0.000703550265253,0.0316063709305,0.156778114941
12550,0.0893093661022,0.00270793008769,0.0316063709305,0.156778114941
12600,0.0364918884361,0.00120975114184,0.0316063709305,0.156778114941
12650,0.0310313193551,0.000710644051867,0.0316063709305,0.156778114941
12700,0.0321445973691,0.000685606367965,0.0316063709305,0.156778114941
12750,0.0495807228494,0.000647355536996,0.0316063709305,0.156778114941
12800,0.0549666004956,0.00178058339865,0.0316063709305,0.156778114941
12850,0.0292802191632,0.000661727877392,0.0316063709305,0.156778114941
12900,0.0893180500147,0.00270818884588,0.0316063709305,0.156778114941
12950,0.0397152319005,0.00121155716511,0.0316063709305,0.156778114941
13000,0.0309789039359,0.000709913695768,0.0316063709305,0.156778114941
13050,0.0358227003714,0.000787609611138,0.0316063709305,0.156778114941
13100,0.0391484488553,0.00074822260895,0.0316063709305,0.156778114941
13150,0.0549285433264,0.00177972199648,0.0316063709305,0.156778114941
13200,0.0246812972182,0.000642697900879,0.0316063709305,0.156778114941
13250,0.0893268926554,0.00270815607463,0.0316063709305,0.156778114941
13300,0.0401203789792,0.00120976570473,0.0316063709305,0.156778114941
13350,0.0310260269678,0.000711921364884,0.0316063709305,0.156778114941
13400,0.0361715526523,0.000813107768982,0.0316063709305,0.156778114941
13450,0.048446292791,0.000914664430215,0.0316063709305,0.156778114941
13500,0.0548504951263,0.00177750825762,0.0316063709305,0.156778114941
13550,0.0247719371186,0.000740592150142,0.0316063709305,0.156778114941
13600,0.089307781916,0.00270778615769,0.0316063709305,0.156778114941
13650,0.046291222836,0.0012136912802,0.0316063709305,0.156778114941
13700,0.0310484459307,0.000711134396906,0.0316063709305,0.156778114941
13750,0.0351873687082,0.000788525625716,0.0316063709305,0.156778114941
13800,0.0563196055672,0.00102878466743,0.0316063709305,0.156778114941
13850,0.0548353064193,0.00177647095958,0.0316063709305,0.156778114941
13900,0.0247893562921,0.00064524297169,0.0316063709305,0.156778114941
13950,0.0893373346897,0.002709194032,0.0316063709305,0.156778114941
14000,0.0398984615977,0.00121221150364,0.0316063709305,0.156778114941
14050,0.0309396057979,0.000739497525182,0.0316063709305,0.156778114941
14100,0.0335811218893,0.000753838554482,0.0316063709305,0.156778114941
14150,0.0585108476832,0.00109356445524,0.0316063709305,0.156778114941
14200,0.0549280750142,0.00177954695363,0.0316063709305,0.156778114941
14250,0.0297315570651,0.000643324178843,0.0316063709305,0.156778114941
14300,0.0893195438494,0.00270810073966,0.0316063709305,0.156778114941
14350,0.0365421165018,0.00121109205654,0.0316063709305,0.156778114941
14400,0.0309726878125,0.000710608967599,0.0316063709305,0.156778114941
14450,0.0311708528781,0.000703775211204,0.0316063709305,0.156778114941
14500,0.0544441786806,0.00105749124288,0.0316063709305,0.156778114941
14550,0.0548364339298,0.00177647596012,0.0316063709305,0.156778114941
14600,0.0248513394488,0.000648513967118,0.0316063709305,0.156778114941
14650,0.0892816283773,0.00270631238797,0.0316063709305,0.156778114941
14700,0.0495791395735,0.00120908314687,0.0316063709305,0.156778114941
14750,0.0310510945007,0.000711695408459,0.0316063709305,0.156778114941
14800,0.0292750915446,0.000661435295548,0.0316063709305,0.156778114941
14850,0.0485104113549,0.000962252757194,0.0316063709305,0.156778114941
14900,0.0550052349742,0.00178142381604,0.0316063709305,0.156778114941
14950,0.0247527863023,0.000644462148563,0.0316063709305,0.156778114941
15000,0.0893052962038,0.00270782512701,0.0316063709305,0.156778114941
15050,0.0391435708856,0.00121044784193,0.0316063709305,0.156778114941
15100,0.0309854208339,0.000710482608125,0.0316063709305,0.156778114941
15150,0.0244755173593,0.000593682821072,0.0316063709305,0.156778114941
15200,0.0223336939642,0.000396978450608,0.0316063709305,0.156778114941
15250,0.0549166058034,0.0017784245212,0.0316063709305,0.156778114941
15300,0.0296815091587,0.000646886506463,0.0316063709305,0.156778114941
15350,0.0893233672045,0.0027081428145,0.0316063709305,0.156778114941
15400,0.0484484762764,0.00121190062873,0.0316063709305,0.156778114941
15450,0.0335509933182,0.000803156434836,0.0316063709305,0.156778114941
15500,0.0216425215205,0.000956021879273,0.0316063709305,0.156778114941
15550,0.0185976749695,0.000448874209211,0.0316063709305,0.156778114941
15600,0.0549404920857,0.00178022644651,0.0316063709305,0.156778114941
15650,0.0258836704384,0.000768691717729,0.0316063709305,0.156778114941
15700,0.0893457476303,0.00270932906548,0.0316063709305,0.156778114941
15750,0.0563140318223,0.00120843902453,0.0316063709305,0.156778114941
15800,0.0326754722609,0.000727276915186,0.0316063709305,0.156778114941
15850,0.0224919950948,0.000514963881856,0.0316063709305,0.156778114941
15900,0.0248158992345,0.000431401005629,0.0316063709305,0.156778114941
15950,0.0549138226492,0.00177911614093,0.0316063709305,0.156778114941
16000,0.0248094880112,0.000699348934773,0.0316063709305,0.156778114941
16050,0.0892970081466,0.0027073062433,0.0316063709305,0.156778114941
16100,0.0585191156424,0.00121201461137,0.0316063709305,0.156778114941
16150,0.0310412691744,0.000794897802525,0.0316063709305,0.156778114941
16200,0.0251714247979,0.000530913831536,0.0316063709305,0.156778114941
16250,0.0301674859848,0.000525089741356,0.0316063709305,0.156778114941
16300,0.0549746288906,0.00178090923898,0.0316063709305,0.156778114941
16350,0.0246359474481,0.000841695415618,0.0316063709305,0.156778114941
16400,0.0893142940114,0.00270806986991,0.0316063709305,0.156778114941
16450,0.0544389800953,0.00121077003624,0.0316063709305,0.156778114941
16500,0.0352407301223,0.000853356846875,0.0316063709305,0.156778114941
16550,0.0248325040024,0.000550917532078,0.0316063709305,0.156778114941
16600,0.0321567303187,0.000676461969605,0.0316063709305,0.156778114941
16650,0.0549185764446,0.00177960669553,0.0316063709305,0.156778114941
16700,0.0273112054969,0.000646796696009,0.0316063709305,0.156778114941
16750,0.0893430778155,0.00270907420942,0.0316063709305,0.156778114941
16800,0.0485096075763,0.00120839026838,0.0316063709305,0.156778114941
16850,0.0396972931937,0.000935639481271,0.0316063709305,0.156778114941
16900,0.0232262707447,0.000516056709178,0.0316063709305,0.156778114941
16950,0.0358139794824,0.000787088467531,0.0316063709305,0.156778114941
17000,0.0549593404176,0.00178074686748,0.0316063709305,0.156778114941
17050,0.0259692734841,0.000807326423005,0.0316063709305,0.156778114941
17100,0.0893426995946,0.00270941669928,0.0316063709305,0.156778114941
17150,0.0364956527325,0.00120942532675,0.0316063709305,0.156778114941
17200,0.0401927593424,0.000971921095293,0.0316063709305,0.156778114941
17250,0.0296837782917,0.000589795664214,0.0316063709305,0.156778114941
17300,0.0361756374011,0.000813417680719,0.0316063709305,0.156778114941
17350,0.0548977687622,0.00177896950206,0.0316063709305,0.156778114941
17400,0.0335740689066,0.000642211113573,0.0316063709305,0.156778114941
17450,0.0893606571078,0.00270996112108,0.0316063709305,0.156778114941
17500,0.0366539184337,0.00121474818825,0.0316063709305,0.156778114941
17550,0.0462923599206,0.000945617923969,0.0316063709305,0.156778114941
17600,0.0258613100497,0.00054987362593,0.0316063709305,0.156778114941
17650,0.0351896470193,0.00078854904521,0.0316063709305,0.156778114941
17700,0.0563073647501,0.00177631606528,0.0316063709305,0.156778114941
17750,0.0326657470161,0.000726067609107,0.0316063709305,0.156778114941
17800,0.0893445679342,0.00270949380953,0.0316063709305,0.156778114941
17850,0.0365068294436,0.00120957615414,0.0316063709305,0.156778114941
17900,0.039903501981,0.000739999749544,0.0316063709305,0.156778114941
17950,0.0247117634209,0.000514489948538,0.0316063709305,0.156778114941
18000,0.0335733448056,0.000753488290199,0.0316063709305,0.156778114941
18050,0.0585261298068,0.00177951279388,0.0316063709305,0.156778114941
18100,0.0308103159968,0.000795826198644,0.0316063709305,0.156778114941
18150,0.0892683358579,0.00270609416317,0.0316063709305,0.156778114941
18200,0.0366203067234,0.00121408214174,0.0316063709305,0.156778114941
18250,0.0330168957697,0.000713394137596,0.0316063709305,0.156778114941
18300,0.0234010292355,0.000735666236793,0.0316063709305,0.156778114941
18350,0.0311815942816,0.000704357732533,0.0316063709305,0.156778114941
18400,0.0549030062339,0.00177911616988,0.0316063709305,0.156778114941
18450,0.0352388757365,0.000853194856342,0.0316063709305,0.156778114941
18500,0.0893088898708,0.00270784566811,0.0316063709305,0.156778114941
18550,0.0365234963681,0.00121076543125,0.0316063709305,0.156778114941
18600,0.0495852132871,0.000709369009833,0.0316063709305,0.156778114941
18650,0.0273536773792,0.000512946502736,0.0316063709305,0.156778114941
18700,0.0330265873126,0.000660877410073,0.0316063709305,0.156778114941
18750,0.0548196955378,0.00177587595622,0.0316063709305,0.156778114941
18800,0.039672295716,0.000934768033593,0.0316063709305,0.156778114941
18850,0.0893434017033,0.00270948096218,0.0316063709305,0.156778114941
18900,0.0365214282658,0.00120982866006,0.0316063709305,0.156778114941
18950,0.0391236134981,0.000748528501203,0.0316063709305,0.156778114941
19000,0.0259432574054,0.00123700367563,0.0316063709305,0.156778114941
19050,0.0244776849578,0.000593929636346,0.0316063709305,0.156778114941
19100,0.054860604512,0.00177710547462,0.0316063709305,0.156778114941
19150,0.0402330320581,0.000973715934278,0.0316063709305,0.156778114941
19200,0.0892838725342,0.00270666941136,0.0316063709305,0.156778114941
19250,0.0365503160935,0.00121127846664,0.0316063709305,0.156778114941
19300,0.048456574953,0.000915000701733,0.0316063709305,0.156778114941
19350,0.0335919222843,0.000638602809128,0.0316063709305,0.156778114941
19400,0.021634231117,0.000852496155016,0.0316063709305,0.156778114941
19450,0.0549852977741,0.00178119764311,0.0316063709305,0.156778114941
19500,0.0462908466884,0.000944243217249,0.0316063709305,0.156778114941
19550,0.0893433726658,0.0027093817492,0.0316063709305,0.156778114941
19600,0.0365412859327,0.00121140682851,0.0316063709305,0.156778114941
19650,0.0563008385095,0.00102798569121,0.0316063709305,0.156778114941
19700,0.032669951523,0.000724838174735,0.0316063709305,0.156778114941
19750,0.0225028198062,0.00046989136561,0.0316063709305,0.156778114941
19800,0.0549048479594,0.00177885682955,0.0316063709305,0.156778114941
19850,0.0399066111959,0.00074020985914,0.0316063709305,0.156778114941
19900,0.0893127798263,0.00270752134668,0.0316063709305,0.156778114941
19950,0.036625061622,0.00121417373718,0.0316063709305,0.156778114941
20000,0.0585316139159,0.00109459460102,0.0316063709305,0.156778114941
20050,0.0308225123878,0.000796500435784,0.0316063709305,0.156778114941
20100,0.0251606198034,0.000530313581758,0.0316063709305,0.156778114941
20150,0.0549127120823,0.00177916456909,0.0316063709305,0.156778114941
20200,0.0330163551643,0.000728404033927,0.0316063709305,0.156778114941
20250,0.0893196366934,0.00270830368898,0.0316063709305,0.156778114941
20300,0.0365722867093,0.00121205378977,0.0316063709305,0.156778114941
20350,0.0544368887119,0.00105698769687,0.0316063709305,0.156778114941
20400,0.0352452264297,0.000853406757206,0.0316063709305,0.156778114941
20450,0.0248368256311,0.000551245164196,0.0316063709305,0.156778114941
20500,0.0548730505225,0.001778139796,0.0316063709305,0.156778114941
20550,0.049590832158,0.000647661759788,0.0316063709305,0.156778114941
20600,0.0892950019112,0.00270699477593,0.0316063709305,0.156778114941
