iteration,residual,normalized_residual,solution_change
134,2962539256.92,0.159024022646,0.00428539357731
135,2950751254.66,0.158391262916,0.00428276224895
136,2936660978.07,0.157634921052,0.00429086155849
137,2920370478.6,0.156760475,0.00429543548823
138,2902288424.06,0.155789861347,0.00429817505663
139,2883374638.9,0.154774601822,0.00429818975188
140,2862709717.19,0.153665344292,0.00429463921657
141,2858159454.48,0.153421094,0.00428753831113
142,2863455222.45,0.153705361735,0.00427700779487
143,2867856409.79,0.153941609917,0.00426532999994
144,2869571629.23,0.154033679953,0.00425052437066
145,2869070711.87,0.154006791569,0.00423262153867
146,2866346294.43,0.153860549517,0.00421177884721
147,2862245439.06,0.153640422639,0.0041907552776
148,2856396196.58,0.153326445342,0.00416647594739
149,2848469189.68,0.152900937217,0.00414289569472
150,2838535067.11,0.152367690568,0.00413630919927
151,2826671442.35,0.151730871552,0.00414093462024
152,2814496288.32,0.15107733018,0.00414475742174
153,2800671733.72,0.150335251816,0.0041454194588
154,2785949627.27,0.14954499441,0.00414476801849
155,2771032558.84,0.148744271779,0.00414169134726
156,2767603907.55,0.148560227663,0.00413554615391
157,2770184783.22,0.148698764639,0.00412758333156
158,2772262789.77,0.148810308464,0.00411804774583
159,2772405528.25,0.148817970421,0.00410568973953
160,2771659828.25,0.148777942524,0.00409193255341
161,2769378737.59,0.148655497493,0.00407699380847
162,2765190933.9,0.148430703379,0.00406036981966
163,2760059831.15,0.14815527459,0.00404355150303
164,2753691475.91,0.14781343221,0.00402699396941
165,2745582110.78,0.147378135409,0.00401658837702
166,2737202891.26,0.146928353286,0.00401735522089
167,2727529500.89,0.146409102294,0.00401807957493
168,2717732517.47,0.145883217039,0.00401786463469
169,2707424042.59,0.1453298758,0.00401575512606
170,2697542210.08,0.144799435991,0.00401286341468
171,2694840686.28,0.14465442283,0.00400788340822
172,2694657862.99,0.14464460919,0.00400159318033
173,2694094359.42,0.144614361285,0.00399396975548
174,2692818700.67,0.144545886113,0.0039846056021
175,2691077941.29,0.144452445137,0.00397472659566
176,2687928433.95,0.144283384988,0.00396336770888
177,2684512069.65,0.144100000417,0.00395164075583
178,2679567646.68,0.143834592278,0.00393964577457
179,2674563719.9,0.143565990076,0.00392744219008
180,2668255571.7,0.143227379508,0.00391973266968
181,2662001716.35,0.142891683286,0.00391673993377
182,2655094796.2,0.142520931667,0.00391418220799
183,2647808067.01,0.142129792551,0.00391162834711
184,2640929654.24,0.141760571159,0.00390851658917
185,2633910363.06,0.141383787656,0.00390451637783
186,2632291672.53,0.141296899126,0.00390047155406
187,2631337623.02,0.141245687386,0.00389495526457
188,2629452661.64,0.141144505894,0.00388896839729
189,2627016166.67,0.141013719026,0.00388218382267
190,2624239954.04,0.140864696697,0.00387426366749
191,2620635469.2,0.140671214137,0.00386647797042
192,2616675637.7,0.140458657179,0.00385748730717
193,2612460480.47,0.140232394773,0.00384838919382
194,2607745947.53,0.139979326736,0.00383913652328
195,2602637288.16,0.13970510267,0.00383413284963
196,2597833442.96,0.139447240504,0.00383043197788
197,2592732673.58,0.139173439958,0.00382649855723
198,2587305540.78,0.138882120784,0.00382260190389
199,2581943174.22,0.138594278151,0.0038183636397
200,2576504489.48,0.138302338888,0.00381384691134
201,2574566433.2,0.138198307354,0.00380899620106
202,2573847997.97,0.138159742983,0.00380398623227
203,2571982955.51,0.138059630706,0.00379905778995
204,2569820983.24,0.137943579745,0.0037934977644
205,2566564961.41,0.137768802081,0.00378715150568
206,2563306727.46,0.137593905675,0.00378124813532
207,2559313827.37,0.137379573651,0.00377438654479
208,2554940055.82,0.137144797101,0.00376685677077
209,2550709074.12,0.136917685265,0.00375941080145
210,2546477100.54,0.136690520187,0.00375506001978
211,2542242531.06,0.136463215765,0.00375193835315
212,2537935019.23,0.136231995923,0.00374892497501
213,2533377719.24,0.135987367881,0.003744906215
214,2529110887.48,0.135758331676,0.00374018059434
215,2524341850.4,0.135502337951,0.00373555632633
216,2519687962.27,0.135252525223,0.00373082922574
217,2519910418.89,0.135264466313,0.00372598690659
218,2518766404.6,0.135203057589,0.00372105373695
219,2517278203.49,0.135123173508,0.00371590227672
220,2514833149.09,0.134991927184,0.00371086746689
221,2512100155.47,0.134845224778,0.00370571008972
222,2508510144.64,0.134652519158,0.00369979659203
223,2505027179.75,0.13446555958,0.00369355254666
224,2501212072.84,0.134260771189,0.00368696162174
225,2497255263.86,0.134048376474,0.00368101167324
226,2493258380.97,0.133833830661,0.0036792864494
227,2489337379.87,0.133623358052,0.00367734418303
228,2485530764.65,0.133419025479,0.00367423741498
229,2481400420.71,0.133197315706,0.00367043947227
230,2476747334.94,0.132947546048,0.00366655289508
231,2472177937.98,0.132702268662,0.00366207996138
232,2468883646.15,0.13252543673,0.00365731790291
233,2468541483.18,0.13250707001,0.00365256239343
234,2468233573.1,0.132490541925,0.00364808123987
235,2466643750.35,0.132405202969,0.00364341280695
236,2464978191.2,0.132315798611,0.00363835676478
237,2462282206.64,0.132171082788,0.00363287539886
238,2459712089.27,0.132033123298,0.00362747255599
239,2456554065.96,0.131863606028,0.00362101032567
240,2453006583.73,0.13167318327,0.00361414165477
241,2449683226.43,0.131494791154,0.00361133281482
242,2446111103.61,0.131303045732,0.00361057114622
243,2442219867.89,0.131094170877,0.00360894599148
244,2438147940.19,0.130875596787,0.00360635168044
245,2433935538.67,0.130649482303,0.00360358199347
246,2428928434.6,0.13038070955,0.00359989228665
247,2423865627.42,0.13010894675,0.00359589444176
248,2421392625.33,0.129976200242,0.00359195174826
249,2421901510.55,0.130003516328,0.00358760353325
250,2421440595.66,0.129978775208,0.00358286161234
251,2420802398.43,0.129944517876,0.00357804929443
252,2419228196.25,0.129860017404,0.00357310943598
253,2417520995.24,0.129768377784,0.00356736232272
254,2415198958.25,0.129643734824,0.00356122414751
255,2412481937.12,0.129497889793,0.00355452520025
256,2409659976.03,0.129346411765,0.00354699002019
257,2406249491.84,0.129163342827,0.0035474801398
258,2402722029.89,0.128973994724,0.00354758658548
259,2398840035.24,0.128765615914,0.00354623355093
260,2394271407.99,0.128520379845,0.00354487888271
261,2389675138.29,0.128273659976,0.00354230197935
262,2384007646.68,0.127969438753,0.00353945984661
263,2378288877.75,0.127662465052,0.00353619637772
264,2377727161.11,0.127632313067,0.00353217172404
265,2378609648.81,0.127679683492,0.00352804627631
266,2378806054.78,0.127690226227,0.00352358239774
267,2378397112.21,0.127668274892,0.00351829931797
268,2377510228.02,0.127620668471,0.0035128354492
269,2376075465.63,0.127543652889,0.00350669109339
270,2374146994.7,0.127440135879,0.00349955144339
271,2371855381.93,0.127317126039,0.00349210324856
272,2368896988.61,0.127158324563,0.00348747711258
273,2365788553.65,0.126991469109,0.00348925192128
274,2361777600.47,0.126776168027,0.00348936397578
275,2357745816.75,0.126559748796,0.00348935204664
276,2352625941.81,0.126284922697,0.00348803220878
277,2347422737.15,0.126005623601,0.00348633062024
278,2341106122.33,0.125666558559,0.00348389428984
279,2335284104.58,0.125354042638,0.00348056923138
280,2337437857.56,0.125469652402,0.00347719551475
281,2338451669.58,0.125524072091,0.00347273306089
282,2339145849.57,0.125561334482,0.00346798079746
283,2339043361.73,0.12555583311,0.00346247862363
284,2338452874.82,0.125524136786,0.00345605850628
285,2337259182.99,0.125460061458,0.00344923693031
286,2335477787.45,0.125364439203,0.00344108766384
287,2333193066.96,0.125241799328,0.00343251429832
288,2330212048.76,0.125081783388,0.0034332294131
289,2326804609.36,0.124898877889,0.00343498553935
290,2322496785.54,0.1246676413,0.00343618508266
291,2317903818.02,0.124421098686,0.00343616572503
292,2312181587.61,0.124113939179,0.00343561002874
293,2306153202.11,0.123790345792,0.00343406004871
294,2299141610.06,0.123413975565,0.00343179263439
295,2297361170.71,0.123318404636,0.00342883757015
296,2299331807.1,0.123424185015,0.00342489661661
297,2301011291.32,0.123514336846,0.0034205446125
298,2301660335.3,0.123549176413,0.00341491889828
299,2301814354.94,0.123557443923,0.00340901988518
300,2301312072.65,0.123530482272,0.00340166458291
301,2299965278.47,0.123458188671,0.00339392647519
302,2298299567.58,0.12336877617,0.00338475450854
303,2295531737.61,0.123220203807,0.00337900965313
304,2292525524.57,0.123058835451,0.00338235466826
305,2288546823.93,0.122845265629,0.00338477474193
306,2283768199.19,0.122588757255,0.00338601304217
307,2278508838.31,0.12230644379,0.00338659687431
308,2272135774.57,0.121964348666,0.00338591752431
309,2265051993.9,0.121584103478,0.00338469966737
310,2258018388,0.121206551585,0.00338216940399
311,2260901220.03,0.121361297061,0.00337918228553
312,2263528375.73,0.12150231827,0.00337478635696
313,2265007356.5,0.121581707419,0.0033700185611
314,2265775817.6,0.121622957092,0.00336360203531
315,2265925143.28,0.121630972638,0.00335699477119
316,2264990647.43,0.121580810505,0.00334868940275
317,2263809083.85,0.1215173862,0.00333977080472
318,2261624316.86,0.121400111658,0.00332957930995
319,2258512410.49,0.121233069865,0.00333096208107
320,2255029176.74,0.121046095855,0.00333460783369
321,2250448668.88,0.120800222055,0.00333701491556
322,2244931782.01,0.120504085037,0.00333872338509
323,2238969070.88,0.120184016937,0.00333883352527
324,2231905073.94,0.119804833706,0.00333865584017
325,2223749959,0.119367081132,0.00333677314066
326,2222915147.85,0.119322269902,0.00333442734558
327,2226314712.66,0.119504752707,0.00333067078135
328,2228644621.06,0.11962981819,0.00332599158331
329,2229967532.15,0.119700829788,0.00332035224693
330,2230807477.98,0.119745916638,0.00331313512163
331,2230500602.66,0.119729444098,0.00330555680918
332,2229421913.77,0.119671541929,0.0032963183667
333,2227778813.29,0.119583343115,0.00328599889476
334,2225055059.4,0.119437136682,0.00328026057241
335,2221427160.34,0.119242397286,0.00328511901525
336,2217304012.74,0.1190210738,0.00328860072517
337,2212094195.38,0.118741419746,0.00329143030381
338,2205805494.62,0.118403853083,0.00329257168327
339,2198880620.95,0.118032137749,0.00329304820067
340,2191101609.34,0.117614573757,0.00329218851864
341,2185188317.65,0.117297158409,0.00329001031866
342,2189239143.92,0.11751459981,0.00328716511332
343,2192292364.91,0.117678491473,0.0032826473156
344,2194245280.63,0.117783320637,0.00327735746469
345,2195609031.92,0.117856524465,0.00327085298541
346,2196015306.41,0.117878332583,0.0032627106653
347,2195238906.62,0.117836656775,0.00325404991267
348,2193778673.06,0.117758273943,0.00324388502235
349,2191568222.44,0.117639620748,0.00323210964782
350,2188286183.96,0.117463446555,0.00323584897272
351,2183937790.86,0.117230032277,0.00324028192396
352,2179065490.7,0.116968495567,0.0032442027746
353,2173209186.03,0.116654139183,0.00324646208922
354,2166284366.45,0.116282426754,0.00324741415685
355,2158300666.24,0.115853875429,0.00324756673362
356,2149518982.74,0.115382489731,0.00324605220926
357,2152087732.33,0.1155203758,0.00324349828078
358,2155838735.93,0.115721723235,0.00323989547293
359,2158499735.71,0.115864561136,0.00323466129808
360,2160070042.18,0.115948852492,0.00322848547541
361,2161164038.06,0.116007576314,0.00322114231008
362,2161149727.49,0.116006808147,0.00321219562358
363,2159887132.41,0.11593903421,0.00320214712642
364,2157739702.16,0.11582376384,0.00319111856697
365,2154949609.42,0.11567399645,0.00318652099423
366,2151096060.25,0.115467144544,0.00319214166919
367,2146184557.59,0.115203503511,0.00319684890586
368,2140221978.96,0.114883442525,0.003200224107
369,2133638414.97,0.114530048109,0.00320195956529
370,2126076606.66,0.114124143217,0.00320272458983
371,2117468708.96,0.113662086042,0.00320223974758
372,2114685613.49,0.113512694255,0.00320011159283
373,2119108916.9,0.11375012959,0.00319688139313
374,2122451980.62,0.113929579512,0.00319256143005
375,2124712302.67,0.11405090972,0.0031866348498
376,2125888957.14,0.114114070513,0.00317930838217
377,2126430059.5,0.114143115959,0.00317118419455
378,2125949929.87,0.114117343424,0.00316148676121
379,2124238657.33,0.114025485252,0.00315024034603
380,2121434615.49,0.113874969099,0.00313804699248
381,2117777200.29,0.113678645328,0.00314382758778
382,2113346729.52,0.113440825261,0.00314917523123
383,2107868250.4,0.113146749904,0.00315362700557
384,2101349196.75,0.112796818294,0.00315645197614
385,2093798672.03,0.112391519086,0.0031576560985
386,2085227308.77,0.111931423017,0.00315788128724
387,2077199568.14,0.111500507678,0.0031567449063
388,2081965698.39,0.11175634537,0.0031540013253
389,2085965105.13,0.111971026659,0.00314979717789
390,2088890252.42,0.112128043545,0.00314476992358
391,2090738655.03,0.112227262625,0.00313813741784
392,2091509422.27,0.112268636088,0.00312994188838
393,2091254673.07,0.112254961588,0.00312054822439
394,2090280573.81,0.112202673611,0.00311013376288
395,2088159591.55,0.112088822924,0.00309818783522
396,2084859486.73,0.111911678961,0.00309466500917
397,2080526540.33,0.111679093835,0.00310103062273
398,2075167169.16,0.111391411989,0.00310611862862
399,2068943146.75,0.111057317149,0.00311003286054
400,2061882903.16,0.11067833539,0.0031123196358
401,2053805450.49,0.110244751594,0.00311300326277
402,2044722474.36,0.109757193025,0.00311242453508
403,2044668056.29,0.109754271957,0.00311069983027
404,2048953571.88,0.109984311078,0.00310736294765
405,2052502418.39,0.110174807068,0.00310245452462
406,2055001630.7,0.110308960495,0.00309626736961
407,2056430192.59,0.110385643246,0.00308901757791
408,2056787521.37,0.110404824041,0.0030802200499
409,2056074666.05,0.110366559191,0.00306990111834
410,2054294310.53,0.110270992763,0.00305817927944
411,2051539225.43,0.110123104523,0.00304563435669
412,2047786036.51,0.109921639783,0.0030521988865
413,2042973124.01,0.109663290901,0.00305811680821
414,2037146038.39,0.109350502946,0.00306264858591
415,2030312849.69,0.108983709104,0.00306603032466
416,2022483358.17,0.108563435437,0.00306781979929
417,2013668991.85,0.108090295381,0.00306801223262
418,2006934270.97,0.107728787124,0.00306661354196
419,2011912269.55,0.107995997544,0.00306408646494
420,2015842954.79,0.108206989981,0.00306021366963
421,2018722214.3,0.10836154369,0.00305479357263
422,2020681687.86,0.108466724867,0.00304782486939
423,2021688610.89,0.108520774768,0.00303934697807
424,2021632089.13,0.108517740777,0.0030300075693
425,2020513748.34,0.108457710162,0.00301919094201
426,2018336868.73,0.108340859001,0.00300692377945
427,2015106371.93,0.108167451477,0.0030023612198
428,2010730179.79,0.107932544994,0.0030094227189
429,2005252725.86,0.107638524668,0.00301492614592
430,1998787462.58,0.107291480432,0.00301885303419
431,1991410143.12,0.106895478585,0.00302158239797
432,1983170939.36,0.106453212268,0.00302288905189
433,1973964908.54,0.105959048334,0.00302260637804
434,1974213911.47,0.105972414385,0.00302076807676
435,1978823224.28,0.106219834385,0.00301738705778
436,1982391595.78,0.106411378443,0.0030126175378
437,1984915308.25,0.106546846997,0.00300672746762
438,1986392275.81,0.10662612808,0.00299933527212
439,1986822051.56,0.106649197705,0.00299043993808
440,1986205836.97,0.106616120363,0.00298008546594
441,1984546485.33,0.106527049215,0.00296830135658
442,1981931302.69,0.1063866707,0.0029556224848
443,1978329440.11,0.106193328898,0.002960018943
444,1973693604.05,0.105944485175,0.00296646516699
445,1967885438.14,0.105632712798,0.00297156971351
446,1961063826.29,0.105266540382,0.0029751043675
447,1953280570.21,0.104848748554,0.00297708295255
448,1944547316.1,0.104379962463,0.00297765514571
449,1935841485.48,0.103912648417,0.00297696370949
450,1941107126.12,0.104195298969,0.00297473771159
451,1945344470.24,0.104422752328,0.00297099092363
452,1948548706.57,0.104594750235,0.00296571735612
453,1950716661.28,0.104711122323,0.00295895643809
454,1951846857.55,0.104771789319,0.00295073123552
455,1951939488.38,0.104776761583,0.00294148273367
456,1950996414.07,0.104726138973,0.00293082284394
457,1949021156.61,0.104620110543,0.00291876493757
458,1946018888.02,0.104458953917,0.00291024787821
459,1941996431.38,0.104243035349,0.0029175849146
460,1936962234.74,0.103972808314,0.00292344796582
461,1930898962.71,0.103647342278,0.00292800778108
462,1923688053.65,0.103260273055,0.00293118503455
463,1915541538.65,0.102822982112,0.00293282372629
464,1906471610.04,0.102336123911,0.00293292651863
465,1902926558.54,0.102145831631,0.00293149225369
466,1907787585.68,0.102406763225,0.00292855122284
467,1911631818.35,0.102613115037,0.00292439318277
468,1914455633.69,0.102764692598,0.00291881088751
469,1916256995.81,0.102861386625,0.00291176952638
470,1917035477.37,0.102903174179,0.00290328858171
471,1916792271.98,0.102890119331,0.00289337594786
472,1915530210.2,0.10282237402,0.00288207711639
473,1913253749.64,0.102700177525,0.00286942031915
474,1909968955.36,0.102523855405,0.00286805472334
475,1905683482.3,0.102293818567,0.00287472711171
476,1900406551.9,0.102010562,0.00288002151951
477,1894148929.57,0.101674663573,0.00288397919363
478,1886873341.51,0.101284122494,0.00288667333643
479,1878500992.98,0.100834709194,0.00288795501354
480,1869230077.26,0.10033706235,0.00288772685216
481,1869721295.5,0.100363430102,0.0028860002524
482,1874253501.15,0.100606711123,0.00288278355255
483,1877778124.57,0.100795906859,0.00287808485615
484,1880292222.15,0.100930859301,0.00287193698693
485,1881794476.75,0.10101149775,0.0028643608076
486,1882285193.16,0.101037838565,0.00285537935516
487,1881766308.55,0.101009985729,0.00284527176546
488,1880241394.28,0.100928130948,0.00283380861819
489,1877715660.13,0.100792553874,0.00282101111272
490,1874195942.61,0.100603621479,0.00282467506694
491,1869690669.25,0.100361786137,0.00283092851536
492,1864209835.8,0.100067584405,0.00283574329401
493,1857764974.57,0.0997216353155,0.0028391168196
494,1850369117.4,0.0993246383963,0.00284104256293
495,1841971365.76,0.0988738615015,0.00284169186701
496,1832605295.82,0.098371106942,0.00284097905713
497,1835133426.81,0.0985068126744,0.00283892290228
498,1839324096.31,0.098731760621,0.00283542735138
499,1842585035.24,0.0989068022257,0.00283275999468
500,1844916690.29,0.0990319614669,0.00284364767883
501,1846248463.21,0.0991034487513,0.00285302703403
502,1846581902.02,0.0991213471747,0.00286088184781
503,1845920316.45,0.0990858343967,0.00286746110397
504,1844268761.65,0.0989971817695,0.00287273104389
505,1841634013.6,0.0988557530162,0.00287639667459
506,1838024518.19,0.0986620014978,0.00287845275884
507,1833450309.24,0.0984164658119,0.00287890716877
508,1833725452.87,0.0984312350502,0.00287776416269
509,1838694311.4,0.098697954848,0.0028851343615
510,1842643384.23,0.0989099342993,0.00290722298774
511,1845565045.23,0.0990667640474,0.00292760914565
512,1847456469.41,0.0991682924512,0.0029463912236
513,1848327887.11,0.0992150686578,0.00296441374936
514,1852977942.12,0.0994646756294,0.00298098938431
515,1868713663.92,0.100309342168,0.00299605969768
516,1883533658.44,0.101104854038,0.00300953797078
517,1897429551.35,0.10185076172,0.00302130159093
518,1910378900.6,0.102545860563,0.00303123948309
519,1922343229.82,0.10318808522,0.00303921695403
520,1933255609.31,0.103773843022,0.0030451153228
521,1943031186.32,0.104298579218,0.00304884443429
522,1951577427.7,0.104757326787,0.00305035069651
523,1958803443.08,0.105145206891,0.00304962028972
524,1964629486.83,0.10545793892,0.00304667629652
525,1968994496.3,0.105692245136,0.00304156496452
526,1971860789.52,0.105846102837,0.00303438231416
527,1973215928.14,0.105918844352,0.00303256233976
528,1973072063.08,0.105911121922,0.00306001058303
529,1971463216.32,0.10582476179,0.00308559944447
530,1968440548.03,0.105662510144,0.00310909885915
531,1964067944.53,0.105427796293,0.00313031179472
532,1964063574.61,0.105427561723,0.0031490959114
533,1983357990.02,0.106463252827,0.0031653776881
534,2001348484.21,0.107428951677,0.00317914337465
535,2017897755.48,0.108317288156,0.00319044799899
536,2032901339.82,0.109122654812,0.00319954971332
537,2046269357.43,0.109840227054,0.00320684131501
538,2057961020.88,0.110467815481,0.00321147117302
539,2068000943.09,0.111006741273,0.00321353683883
540,2076453241.7,0.111460446156,0.00321413778438
541,2083403920.82,0.111833546681,0.00321288236241
542,2088928306.36,0.112130086216,0.00320954337215
543,2093057154.74,0.11235171571,0.00320397567739
544,2095770525.65,0.112497364804,0.00319604273623
545,2097009856.32,0.112563889947,0.00320682996225
546,2096694490.65,0.112546961659,0.0032367623719
547,2094737860.25,0.112441933097,0.00326438114959
548,2091081829.65,0.11224568365,0.00328964016974
549,2085660306.18,0.111954665575,0.00331252304546
550,2082934802.39,0.111808365209,0.0033330259679
551,2103923410.44,0.112934997666,0.00335114098775
552,2123391335.81,0.113980002487,0.00336684365793
553,2141305767.45,0.11494161843,0.00338008841744
554,2157642366.78,0.115818539044,0.00339081364369
555,2172376245.63,0.116609428372,0.00339892581699
556,2185469966.09,0.117312276813,0.00340435441322
557,2196879844.15,0.117924739485,0.00340698611698
558,2206553528.78,0.118444006272,0.00340674179932
559,2214414929.25,0.118865992757,0.00340358090092
560,2220378243.5,0.119186093231,0.00339748292547
561,2224362064.04,0.11939993788,0.00338844988127
562,2226297115.58,0.119503808126,0.00337650005657
563,2226130824.91,0.119494881928,0.00340366153358
564,2223829329.16,0.119371341586,0.00343719003338
565,2219428978.05,0.119135138291,0.00346826649307
566,2212874744.17,0.118783318265,0.00349673867607
567,2204167252.44,0.118315915054,0.00352244320587
568,2215402762.24,0.118919017936,0.00354522128067
569,2238536180.28,0.120160780113,0.00356493315878
570,2260052925.18,0.121315762049,0.00358146796647
571,2279764651.29,0.122373853675,0.00359474725054
572,2297525062.58,0.123327202071,0.00360471683035
573,2313198013.78,0.124168499191,0.00361135450063
574,2326665556.22,0.124891413755,0.00361464629209
575,2337831223.63,0.125490767617,0.00361457826235
576,2346618623.54,0.125962460163,0.00361112902386
577,2352965881.96,0.126303170101,0.00360426488995
578,2356819235.33,0.126510011496,0.00359398188415
579,2358128230.67,0.126580276119,0.00358104457993
580,2357597281.33,0.12655177567,0.00359317594895
581,2354595126.11,0.12639062513,0.00363400782921
